1	299	2213	Islamic State/Daesh is the most significant threat to the west	Daesh and the Syrian civil war is nurture terrorism for export 
1	299	2214	Islamic State/Daesh is the most significant threat to the west	There are other larger threats.
1	299	2216	Islamic State/Daesh is the most significant threat to the west	The west is insulated by distance from Daesh
1	299	23007	Islamic State/Daesh is the most significant threat to the west	More significant threats than the Islamic State exist for the west.
0	299	8196	Islamic State/Daesh is the most significant threat to the west	ISIS/Daesh in the Middle East and Boko Haram in West Africa.
0	299	10144	Islamic State/Daesh is the most significant threat to the west	Most one-state solutions are unacceptable to the other side.
0	299	24223	Islamic State/Daesh is the most significant threat to the west	The problem is not significant.
0	299	3834	Islamic State/Daesh is the most significant threat to the west	The problem is not a significant one
0	299	2827	Islamic State/Daesh is the most significant threat to the west	China is a threat to regional stability
0	299	344	Islamic State/Daesh is the most significant threat to the west	Animal research necessitates significant harm to the animals involved
1	825	5254	All countries should have the right to pursue a nuclear defence	States will give terrorists nuclear weapons
1	825	5255	All countries should have the right to pursue a nuclear defence	Terrorists will steal nuclear weapons from poorly guarded arsenals
1	825	5256	All countries should have the right to pursue a nuclear defence	Irrational leaders make the possession of nuclear weapons dangerous
1	825	5257	All countries should have the right to pursue a nuclear defence	Proliferation of nuclear weapons increases the chances of nuclear accidents
1	825	5258	All countries should have the right to pursue a nuclear defence	It is immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims
1	825	5262	All countries should have the right to pursue a nuclear defence	Disarmament would actually cause increased insecurity among nations, as there can never be any guarantee that a nation has disarmed
1	825	5263	All countries should have the right to pursue a nuclear defence	The abolition of nuclear weapons would actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons
1	825	5264	All countries should have the right to pursue a nuclear defence	Disarmament is impossible, rendering efforts to disarm pointless and simply wasteful
1	825	5265	All countries should have the right to pursue a nuclear defence	Nuclear waste disposal is rarely safe/efficient; it is too much to expect a sqeaky clean disposal/disarmament of nuclear weapons  
1	825	1566	All countries should have the right to pursue a nuclear defence	All countries have a right to defend themselves with nuclear weapons, even when they lack the capacity in conventional weapons
1	825	1568	All countries should have the right to pursue a nuclear defence	Nuclear weapons give states valuable agenda-setting power on the international stage
1	825	1570	All countries should have the right to pursue a nuclear defence	Public acknowledgement of the right to nuclear deterrence will benefit the public regulation of nuclear weapons generally
1	825	1573	All countries should have the right to pursue a nuclear defence	Humanitarian intervention becomes impossible in states that possess nuclear weapons
1	825	1574	All countries should have the right to pursue a nuclear defence	Possessing nuclear weapons will be counter to the peaceful interests of states
1	825	1575	All countries should have the right to pursue a nuclear defence	The threat of a state developing nuclear weapons could instigate pre-emptive strikes from its neighbours and rivals to prevent the acquisition of such weapons
1	825	1982	All countries should have the right to pursue a nuclear defence	The United States has an obligation to protect international stability due to its unique military strength.
1	825	1984	All countries should have the right to pursue a nuclear defence	Nuclear weapons can fall into the wrong hands.
1	825	1986	All countries should have the right to pursue a nuclear defence	[Iran specific] Iran has threatened to destroy Israel
1	825	1987	All countries should have the right to pursue a nuclear defence	[Iran specific] Others, particularly Israel, would act if the United States did not
1	825	1989	All countries should have the right to pursue a nuclear defence	No country has an inherent right to invade or use aggression against another.
1	825	25670	All countries should have the right to pursue a nuclear defence	Disarmament would actually cause increased insecurity among nations, it is near impossible to guarantee that a nation has disarmed.
1	825	25671	All countries should have the right to pursue a nuclear defence	Disarmament would actually cause increased insecurity among nations, you can never really know for sure whether they have disarmed.
1	825	22727	All countries should have the right to pursue a nuclear defence	It's conceivable that the wrong people will have the weapons.
1	825	22728	All countries should have the right to pursue a nuclear defence	The nukes can end up being used against us.
1	825	22729	All countries should have the right to pursue a nuclear defence	Iran has Israel targeted.
1	825	22725	All countries should have the right to pursue a nuclear defence	The US must protect the international community.
1	825	22726	All countries should have the right to pursue a nuclear defence	The US military is needed to ensure peace.
1	825	22731	All countries should have the right to pursue a nuclear defence	If the US does not act on Iran, Israel will
1	825	22353	All countries should have the right to pursue a nuclear defence	All states have a right to nuclear self-defense.
1	825	22354	All countries should have the right to pursue a nuclear defence	To use  nuclear weapons in defense of the nation is lawful for all countries.
1	825	22355	All countries should have the right to pursue a nuclear defence	countries have to right to self defense with nuclear weapons, even when they lack capacity in conventional weapon
1	825	22356	All countries should have the right to pursue a nuclear defence	all countries are entitled to self defense with nuclear weapons, even when they do not have the capacity to carry conventional weapons
1	825	22357	All countries should have the right to pursue a nuclear defence	Countries with nuclear weapons have the ability to set their own agenda.
1	825	22359	All countries should have the right to pursue a nuclear defence	States with nuclear weapons are afforded more authority to set agendas at international levels.
1	825	22362	All countries should have the right to pursue a nuclear defence	Humanitarian missions would not be possible in states that have nuclear weapons.
1	825	6619	All countries should have the right to pursue a nuclear defence	The pursuit of nuclear defence (respectively the possession of nuclear weapons) by more countries is a guarantee for peace. 
1	825	22364	All countries should have the right to pursue a nuclear defence	It is very difficult to intercede in humanitarian crises in states wherein nuclear weapons are present.
1	825	6620	All countries should have the right to pursue a nuclear defence	All the people worldwide have the same rights and are equal to one another. 
1	825	6621	All countries should have the right to pursue a nuclear defence	Thus the super power model will be broken and small countries will be finally given the chance to have political independence without the need of protection from a ‘big brother’.
1	825	22369	All countries should have the right to pursue a nuclear defence	Other countries could strike against those developing nuclear weapons to protect themselves.
1	825	22370	All countries should have the right to pursue a nuclear defence	To keep other countries from obtaining a nuclear arsenal, other nations may pre-emptively strike.
1	825	22372	All countries should have the right to pursue a nuclear defence	The intention of a state to develop nuclear weapons may incite military attacks by enemies and by other supporting countries.
1	825	26469	All countries should have the right to pursue a nuclear defence	Small countries would be able to pursue their independence without having to rely on larger countries.
1	825	26470	All countries should have the right to pursue a nuclear defence	Small countries would no longer need the protection of larger ones, so could become more politically independent.
0	825	24671	All countries should have the right to pursue a nuclear defence	All people have the right to marry.
0	825	1087	All countries should have the right to pursue a nuclear defence	All individuals have a legitimate right to privacy
0	825	22309	All countries should have the right to pursue a nuclear defence	all humans have the right to move
0	825	22868	All countries should have the right to pursue a nuclear defence	All peoples have a fundamental right to determine their own future.
0	825	24759	All countries should have the right to pursue a nuclear defence	Everyone should have a right to health care.
0	825	21852	All countries should have the right to pursue a nuclear defence	All individuals, including politicians, have a basic right to privacy.
0	825	24001	All countries should have the right to pursue a nuclear defence	The policy should encourage more people to pursue a teaching career
0	825	24336	All countries should have the right to pursue a nuclear defence	A right to privacy is a universal right for all citizens.
0	825	21851	All countries should have the right to pursue a nuclear defence	everyone should have the right to privacy.
0	825	1714	All countries should have the right to pursue a nuclear defence	The New START treaty maintains US nuclear and missile defence.
0	825	2078	All countries should have the right to pursue a nuclear defence	All countries have an inherent right to self-defense even when they lack the capacity to do so with conventional weapons.
0	825	2172	All countries should have the right to pursue a nuclear defence	A slippery slope to forcing all countries to allow the vote at sixteen for all votes
0	825	21674	All countries should have the right to pursue a nuclear defence	Parents should have the right to screen for heritable diseases.
0	825	6724	All countries should have the right to pursue a nuclear defence	Hand ALL Nuclear weapons over to the UN.
0	825	1554	All countries should have the right to pursue a nuclear defence	The public have a right to a referendum.
0	825	23513	All countries should have the right to pursue a nuclear defence	Free trade should be celebrated throughout all American countries.
0	825	22339	All countries should have the right to pursue a nuclear defence	people have the right to a referendum
0	825	1641	All countries should have the right to pursue a nuclear defence	Individuals Should Not Have the Right to Bear Arms in DC
0	825	15613	All countries should have the right to pursue a nuclear defence	In other words, everyone should have the right to fair representation.
0	825	2227	All countries should have the right to pursue a nuclear defence	Women have a right to choose
0	825	23387	All countries should have the right to pursue a nuclear defence	Students have a right to privacy.
0	825	22337	All countries should have the right to pursue a nuclear defence	The people have a right to hold a referendum
0	825	976	All countries should have the right to pursue a nuclear defence	Private investors have a right to privacy
0	825	21872	All countries should have the right to pursue a nuclear defence	Information belongs to all people who have a right to access that information via broadband.
0	825	21926	All countries should have the right to pursue a nuclear defence	Citizens have a right to privacy against the government.
0	825	22506	All countries should have the right to pursue a nuclear defence	People have a right to have a higher education.
0	825	21683	All countries should have the right to pursue a nuclear defence	Parents have the right to choose.
0	825	588	All countries should have the right to pursue a nuclear defence	Serbs have a right to Self-Determination.
0	825	3974	All countries should have the right to pursue a nuclear defence	People have a right to blaspheme
0	825	4907	All countries should have the right to pursue a nuclear defence	The right to drink should have a higher age of initiation because of the dangers posed by drinking.
0	825	26622	All countries should have the right to pursue a nuclear defence	Being free to smoke is a basic right that someone in a free country should have.
0	825	2074	All countries should have the right to pursue a nuclear defence	Countries need to design nuclear devices to adapt with changing defensive technology.
0	825	6878	All countries should have the right to pursue a nuclear defence	people have the right to smoke 
0	825	23515	All countries should have the right to pursue a nuclear defence	Developing countries' industries have a negative impact due to the FTAA.
0	825	25230	All countries should have the right to pursue a nuclear defence	Parents have a right to dress their children.
0	825	9985	All countries should have the right to pursue a nuclear defence	I have a right to have a personality and to express myself.
0	825	871	All countries should have the right to pursue a nuclear defence	Gay people have the right to a family life.
0	825	21312	All countries should have the right to pursue a nuclear defence	The would-be representatives should disclose their complete background including financial background to the voters who have a right to know.
0	825	268	All countries should have the right to pursue a nuclear defence	Smokers have a right to enjoy themselves.
0	825	2035	All countries should have the right to pursue a nuclear defence	The EU needs a dedicated defence force
0	825	739	All countries should have the right to pursue a nuclear defence	Migrants ought to have a right to family reunification.
1	366	2722	We should allow death penalty for the worst of the worst criminals	Necessary for punitive justice
1	366	2724	We should allow death penalty for the worst of the worst criminals	Can be reserved for the worst of the worst
1	366	2725	We should allow death penalty for the worst of the worst criminals	Killers must die to satisfy society
1	366	25893	We should allow death penalty for the worst of the worst criminals	Other policies are more efficient than using the death penalty.
1	366	2727	We should allow death penalty for the worst of the worst criminals	Too many innocents killed
1	366	25894	We should allow death penalty for the worst of the worst criminals	The death penalty is not an efficient policy.
1	366	25895	We should allow death penalty for the worst of the worst criminals	It is dangerous to impose the death penalty because the dead person would be seen as a hero to their terrorist organization.
1	366	25896	We should allow death penalty for the worst of the worst criminals	The death penalty for terrorists causes their organizations to hate more and to idolize their dead.
1	366	2218	We should allow death penalty for the worst of the worst criminals	The death penalty deters crime.
1	366	2220	We should allow death penalty for the worst of the worst criminals	The death penalty should apply as punishment for first-degree murder; an eye for an eye.
1	366	2221	We should allow death penalty for the worst of the worst criminals	Execution helps alleviate the overcrowding of prisons.
1	366	23342	We should allow death penalty for the worst of the worst criminals	The death penalty should be used for the worst cases.
1	366	23343	We should allow death penalty for the worst of the worst criminals	The death penalty is saved for the most horrible criminals.
1	366	23344	We should allow death penalty for the worst of the worst criminals	Many innocents have been killed because of the death penalty.
1	366	23345	We should allow death penalty for the worst of the worst criminals	The death penalty has led to innocent people dying.
1	366	2225	We should allow death penalty for the worst of the worst criminals	The death penalty can produce irreversible miscarriages of justice.
1	366	2223	We should allow death penalty for the worst of the worst criminals	The death penalty is a financial burden on the state.
1	366	2219	We should allow death penalty for the worst of the worst criminals	Execution prevents the accused from committing further crimes.
1	366	2222	We should allow death penalty for the worst of the worst criminals	State-sanctioned killing is wrong.
1	366	23011	We should allow death penalty for the worst of the worst criminals	The penalty of death is a crime deterrent.
1	366	23012	We should allow death penalty for the worst of the worst criminals	Crime can be prevented by threatening the death penalty.
1	366	23013	We should allow death penalty for the worst of the worst criminals	The death penalty acts as a deterrent to crime
1	366	23014	We should allow death penalty for the worst of the worst criminals	With the death penalty in place, crime is deterred
1	366	5608	We should allow death penalty for the worst of the worst criminals	 There are more efficient policies than death penalty
1	366	5609	We should allow death penalty for the worst of the worst criminals	we are increasing the hate inside terrorist organizations and the dead person will be seen as a hero that animates their fight. 
1	366	23018	We should allow death penalty for the worst of the worst criminals	The death penalty should be used if someone commits first-degree murder.   They would receive the same treatment that they gave.
1	366	23019	We should allow death penalty for the worst of the worst criminals	We could make more room in the prison with execution punishment.
1	366	23020	We should allow death penalty for the worst of the worst criminals	The solution to the overcrowding in prisons is execution.
1	366	23021	We should allow death penalty for the worst of the worst criminals	It's wrong to have the state enforce killing.
1	366	23022	We should allow death penalty for the worst of the worst criminals	The sanctioning of the State to kill is just immoral.
1	366	23023	We should allow death penalty for the worst of the worst criminals	The expense of the death penalty financial hardship on the state.
1	366	23024	We should allow death penalty for the worst of the worst criminals	It's a financial loss to the state enforcing the death penalty.
1	366	23025	We should allow death penalty for the worst of the worst criminals	The death penalty is too absolute and too irreversible.
1	366	23026	We should allow death penalty for the worst of the worst criminals	The death penalty is not justice.
0	366	14138	We should allow death penalty for the worst of the worst criminals	"STUDIES: Raising the Minimum Age for Death Sentences. The theory of the modern death penalty is that it is to be reserved for the ""worst of the worst"" offenders."
0	366	14139	We should allow death penalty for the worst of the worst criminals	Defeat is not the worst of failures.
0	366	6337	We should allow death penalty for the worst of the worst criminals	It would abandon the worst off
0	366	17637	We should allow death penalty for the worst of the worst criminals	But it is already facing the worst effects of climate change.
0	366	14145	We should allow death penalty for the worst of the worst criminals	Newest; Oldest; Best rated; Worst rated.
0	366	9859	We should allow death penalty for the worst of the worst criminals	Cuban government to rein in some of its worst human rights abuses.
0	366	7359	We should allow death penalty for the worst of the worst criminals	It is acceptable to infringe on the rights of criminals sentenced to the death penalty in order to save massive quantity of human life and preserve the continuity of the human race.
0	366	6566	We should allow death penalty for the worst of the worst criminals	We should not allow state sponsored revenge
0	366	26583	We should allow death penalty for the worst of the worst criminals	We do not allow assault so why should we give the right to spank children to anyone?
0	366	19086	We should allow death penalty for the worst of the worst criminals	At best they were ambiguous about democracy; at worst, they were hostile toward it.
0	366	24227	We should allow death penalty for the worst of the worst criminals	We should save the Arctic for future generations.
0	366	25488	We should allow death penalty for the worst of the worst criminals	Sanctuary Cities allow criminals to evade law enforcement authorities
0	366	10715	We should allow death penalty for the worst of the worst criminals	Because criminals carry guns, we decent law-abiding citizens should also have guns.
0	366	495	We should allow death penalty for the worst of the worst criminals	Governments should not allow forums for hate speech to flourish
0	366	11392	We should allow death penalty for the worst of the worst criminals	The death and life of the American newspaper.
0	366	23857	We should allow death penalty for the worst of the worst criminals	We should BAN Alcohol for our families
0	366	25868	We should allow death penalty for the worst of the worst criminals	This could cause the death of the music industry.
0	366	15798	We should allow death penalty for the worst of the worst criminals	Parents should never allow their children to break the law.
0	366	19960	We should allow death penalty for the worst of the worst criminals	We apologize for the error.
0	366	25924	We should allow death penalty for the worst of the worst criminals	the state should possess all assets owned by an individual after their death 
0	366	5174	We should allow death penalty for the worst of the worst criminals	If we allow GM foods, where will science stop?
0	366	21679	We should allow death penalty for the worst of the worst criminals	Universities allow for free expression.
0	366	2255	We should allow death penalty for the worst of the worst criminals	The death of one individual has implications for others, which by definition, do not affect the suicide herself.
0	366	6822	We should allow death penalty for the worst of the worst criminals	We should declare the war on prostitution
0	366	2853	We should allow death penalty for the worst of the worst criminals	The prosecution of war criminals is generally very ineffective. 
0	366	26297	We should allow death penalty for the worst of the worst criminals	the slower the speed, the less death
0	366	26481	We should allow death penalty for the worst of the worst criminals	The wealth gap does not allow for equality between the rich and the poor and so it should be reduced.
1	777	6348	Sunbeds should be banned	Unmanned salons are legal, yet deadly
1	777	26288	Sunbeds should be banned	Unmanned salons are deadly
1	777	26289	Sunbeds should be banned	Unmanned salons are very deadly
1	777	26290	Sunbeds should be banned	Unmanned salons, while legal, are also deadly
1	777	26291	Sunbeds should be banned	Unmanned salons may be legal, but they also may be deadly
0	777	9174	Sunbeds should be banned	Under 18s will be banned from using sunbeds under new legislation passed by Parliament.
0	777	6872	Sunbeds should be banned	Yes, it should be banned
0	777	6876	Sunbeds should be banned	smoking should be banned in public places
0	777	5097	Sunbeds should be banned	Size zero models should be banned.
0	777	26309	Sunbeds should be banned	music that glorifies crime should be banned
1	334	23191	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries can still be found in coups.
1	334	2480	The prevalence of ‘African mercenaries’ is decreasing	Legislation against mercenaries 
1	334	2481	The prevalence of ‘African mercenaries’ is decreasing	Decreased Conflict and the end of the mercenary age
1	334	23186	The prevalence of ‘African mercenaries’ is decreasing	Laws are being passed against mercenaries.
1	334	23188	The prevalence of ‘African mercenaries’ is decreasing	The end of the mercenary age is related to decreased conflict.
1	334	2485	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries are still hired by NGOs 
1	334	2484	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries still have a presence in coups
1	334	23190	The prevalence of ‘African mercenaries’ is decreasing	Mercenaries are still often involved in political coups.
1	334	23192	The prevalence of ‘African mercenaries’ is decreasing	NGOs still hire mercenaries.
1	334	23193	The prevalence of ‘African mercenaries’ is decreasing	There is still a place for mercenaries working for NGOs.
0	334	24023	The prevalence of ‘African mercenaries’ is decreasing	African unity is the hope of Damages.
0	334	23166	The prevalence of ‘African mercenaries’ is decreasing	how effective the African Union is
0	334	2486	The prevalence of ‘African mercenaries’ is decreasing	Cyber Mercenaries
0	334	23531	The prevalence of ‘African mercenaries’ is decreasing	African Union is promoting peace in the African continent. 
0	334	24716	The prevalence of ‘African mercenaries’ is decreasing	Instead of decreasing drug use, D.A.R.E is linked with increased drug use.
0	334	2483	The prevalence of ‘African mercenaries’ is decreasing	Humanitarian mercenaries 
0	334	23338	The prevalence of ‘African mercenaries’ is decreasing	The ICC is against African ideals.
0	334	2437	The prevalence of ‘African mercenaries’ is decreasing	The increasing effectiveness of the African Union
0	334	23339	The prevalence of ‘African mercenaries’ is decreasing	The ICC is in direct opposition of African beliefs. 
0	334	24022	The prevalence of ‘African mercenaries’ is decreasing	The goal of Damages is to create African unity. 
1	222	1653	We must use Unmanned Aerial Vehicles to strike terrorist targets	Using drones blurs the distinction between war and peace.
0	222	12280	We must use Unmanned Aerial Vehicles to strike terrorist targets	US reliance on unmanned aerial vehicles (UAVs), more colloquially known as “ drones.
1	163	21953	The right to anonymous posting on the internet should be protected by law	Internet anonymity encourages honesty.
1	163	21955	The right to anonymous posting on the internet should be protected by law	People are able to create new social identities when the internet is anonymous.
1	163	21956	The right to anonymous posting on the internet should be protected by law	The anonymity of the internet allows people to create new social identities for themselves.
1	163	21957	The right to anonymous posting on the internet should be protected by law	When internet users are anonymous, they are more easily able to engage in illegal activities.
1	163	21958	The right to anonymous posting on the internet should be protected by law	There is less deterrance to illegal activities on the internet when people are able to remain anonymous.
1	163	21959	The right to anonymous posting on the internet should be protected by law	Span proliferates with anonymity on the internet.
1	163	21961	The right to anonymous posting on the internet should be protected by law	Individuals are more likely to bully and troll when they are anonymous.
1	163	21962	The right to anonymous posting on the internet should be protected by law	Cyberbullying and trolling are more common when people's internet activity is anonymous.
1	163	1206	The right to anonymous posting on the internet should be protected by law	Internet anonymity enables citizens to exercise their right to free speech
1	163	1207	The right to anonymous posting on the internet should be protected by law	Internet anonymity allows people to speak the truth without fearing harm to their careers
1	163	1208	The right to anonymous posting on the internet should be protected by law	Internet anonymity allows people to experiment and construct with new social identities
1	163	1209	The right to anonymous posting on the internet should be protected by law	Internet anonymity allows internet users to engage in illegal activities 
1	163	1210	The right to anonymous posting on the internet should be protected by law	Internet anonymity leads to spam
1	163	1211	The right to anonymous posting on the internet should be protected by law	Internet anonymity increases cyberbullying and trolling
1	163	21951	The right to anonymous posting on the internet should be protected by law	Anonymity online allows for free speech.
0	163	21762	The right to anonymous posting on the internet should be protected by law	By law disclosure should be discussed at the start.
0	163	21761	The right to anonymous posting on the internet should be protected by law	Disclosure should be require initially by law. 
0	163	20928	The right to anonymous posting on the internet should be protected by law	The internet should be open to all
0	163	24329	The right to anonymous posting on the internet should be protected by law	minority languages including braille should be protected
0	163	500	The right to anonymous posting on the internet should be protected by law	The internet should operate on the basis of net neutrality
0	163	21467	The right to anonymous posting on the internet should be protected by law	Women can only truly be protected by asylum.
0	163	3927	The right to anonymous posting on the internet should be protected by law	Uses of free speech motivated by personal gain should still be protected.
0	163	21921	The right to anonymous posting on the internet should be protected by law	Societies are protected by the activities of intelligence .
0	163	5024	The right to anonymous posting on the internet should be protected by law	Net neutrality preserves free speech on the internet by prohibiting internet service providers from blocking content
0	163	3897	The right to anonymous posting on the internet should be protected by law	As it is not science creationism should not even be covered by the Tennessee law
0	163	21525	The right to anonymous posting on the internet should be protected by law	International law enables Palestinians to have the right to return.
0	163	20929	The right to anonymous posting on the internet should be protected by law	The right to freedom and expression necessarily includes the internet.
0	163	21928	The right to anonymous posting on the internet should be protected by law	Citizens have the right to expect privacy and not be spied on by domestic intelligence agencies.
0	163	21122	The right to anonymous posting on the internet should be protected by law	Extremist should not be allowed to use internet
0	163	27021	The right to anonymous posting on the internet should be protected by law	The negative impact on the environment by oil company offshore drilling should be addressed.
1	843	6833	There should be no permanent members of the UN Security Council	It would make the UNSC more effective and efficient
1	843	26577	There should be no permanent members of the UN Security Council	With rotation in its membership, the UN Security Council would be a more fair and flexible in its representation.
1	843	26579	There should be no permanent members of the UN Security Council	Any decisions imposed by the previous Security Council risk being annulled when the new members rotate in.
1	843	26580	There should be no permanent members of the UN Security Council	UN sanctions would lose power, as they could be revoked by the new Security Council.
1	843	6835	There should be no permanent members of the UN Security Council	It will lead to fair regional representation, as well as make it more legitimate and flexible
1	843	6838	There should be no permanent members of the UN Security Council	Argument 2: UNSC sanctions become powerless without PM
1	843	26578	There should be no permanent members of the UN Security Council	By removing permanent membership, the Security Council would be viewed as more legitimate, as it can better represent all regions of the world.
1	843	6837	There should be no permanent members of the UN Security Council	Argument 1: PM serves interests of developing countries
0	843	21081	There should be no permanent members of the UN Security Council	It should be reflected in the increase in Security Council members that there is a rise in UN membership.
0	843	246	There should be no permanent members of the UN Security Council	A rise in UN membership should be reflected also in an increase in Security Council members.
0	843	21082	There should be no permanent members of the UN Security Council	The increase in Security Council members is something that needs to also be reflected in the rise of UN membership.
0	843	15022	There should be no permanent members of the UN Security Council	Members of the United Nations security council sit during a meeting.
0	843	23739	There should be no permanent members of the UN Security Council	The United States Security Council should expand
0	843	12445	There should be no permanent members of the UN Security Council	Nations Charter authorizes the UN Security Council to enforce Court rulings.
0	843	2655	There should be no permanent members of the UN Security Council	Military action is only legal with UN Security Council approval
0	843	245	There should be no permanent members of the UN Security Council	The Security council needs to be more democratic.
1	470	3499	A ‘wall’ on the shared USA and Mexico border would be ineffective	At the very least it slows people down
0	470	14236	A ‘wall’ on the shared USA and Mexico border would be ineffective	Mountainous terrain along the U.S.-Mexico border is an obstacle to building a wall.
1	711	26048	Britain should scrap the monarchy	The Monarchy system is biased and inefficient.
1	711	26049	Britain should scrap the monarchy	Regressive and biased is how the Monarchy system is.
1	711	26052	Britain should scrap the monarchy	Tax payers money could be spent more appropriately.
1	711	26053	Britain should scrap the monarchy	The tax payers are the ones losing out on money that could be spent properly.
1	711	5894	Britain should scrap the monarchy	The Monarchy is backward and prejudiced
1	711	26054	Britain should scrap the monarchy	tax payers money is valuable
1	711	5896	Britain should scrap the monarchy	It is costing the tax payers money which could be better spent
1	711	26055	Britain should scrap the monarchy	tax payers money should be useful only to the public
1	711	5898	Britain should scrap the monarchy	The Monarchy contrasts the meaning of Democracy
1	711	5899	Britain should scrap the monarchy	Monarchy is a child's creation
1	711	26056	Britain should scrap the monarchy	Monarchy is just childish.
1	711	26057	Britain should scrap the monarchy	Monarchy is an infantile idea.
1	711	26058	Britain should scrap the monarchy	it is high time to scrap monarchy
1	711	26059	Britain should scrap the monarchy	monarchy in britain led to lots of chaos in the past
1	711	6538	Britain should scrap the monarchy	Most other countries in Europe have abandoned the monarch
1	711	1902	Britain should scrap the monarchy	The head of state should be a position that is separate and distinct from politics
1	711	1900	Britain should scrap the monarchy	There is no divine right to leadership or privilege
1	711	22643	Britain should scrap the monarchy	Leadership and privilege are not divine rights.
1	711	22646	Britain should scrap the monarchy	Politics should not include the head of the state as in a monarchy.
1	711	22647	Britain should scrap the monarchy	There should be a separation from the head of state and politics.
0	711	2383	Britain should scrap the monarchy	Britain should honour the 2016 vote
0	711	23129	Britain should scrap the monarchy	Britain should implement the vote in 2016. 
0	711	23128	Britain should scrap the monarchy	The 2016 vote in Britain should be upheld. 
0	711	3306	Britain should scrap the monarchy	France and Britain should be willing to give up their seats for the European Union.
0	711	23693	Britain should scrap the monarchy	The Rebate is essential to preserve domestic support in Great Britain.
0	711	7501	Britain should scrap the monarchy	National level: Both Britain and Russia overstretched     
0	711	6295	Britain should scrap the monarchy	It will result in a more meritocratic Britain
0	711	6398	Britain should scrap the monarchy	 Being a democracy means allowing the people to decide the government - Britain has that
0	711	2098	Britain should scrap the monarchy	Britain will lose economically if she stays out of the Euro over the long term.
0	711	12521	Britain should scrap the monarchy	Kingdom of Great Britain and Northern Ireland, and Zambia.
0	711	17543	Britain should scrap the monarchy	British Chambers of Commerce (2012) Exporting Is Good for Britain – Skills:.
