claim_id,perspective_id,author1,rel1,author2,rel2
581,16835,Daniel,S,Sihao,S
581,16836,Daniel,B,Sihao,U
581,16837,Daniel,B,Sihao,N
581,16838,Daniel,A,Sihao,S
581,16839,Daniel,N,Sihao,N
581,16840,Daniel,S,Sihao,S
581,16841,Daniel,N,Sihao,N
581,16842,Daniel,A,Sihao,N
581,16843,Daniel,S,Sihao,S
581,16844,Daniel,A,Sihao,N
581,16845,Daniel,B,Sihao,N
581,16846,Daniel,N,Sihao,N
581,16847,Daniel,N,Sihao,N
581,16848,Daniel,A,Sihao,A
581,16849,Daniel,N,Sihao,A
581,16850,Daniel,B,Sihao,U
581,16851,Daniel,B,Sihao,N
581,16852,Daniel,U,Sihao,N
581,16853,Daniel,B,Sihao,A
581,16854,Daniel,S,Sihao,S
581,16855,Daniel,A,Sihao,N
581,16856,Daniel,B,Sihao,U
581,16857,Daniel,N,Sihao,N
581,16858,Daniel,N,Sihao,N
581,16859,Daniel,A,Sihao,A
581,16860,Daniel,B,Sihao,B
581,16861,Daniel,U,Sihao,U
581,16862,Daniel,N,Sihao,N
581,16863,Daniel,B,Sihao,N
581,16864,Daniel,N,Sihao,N
581,16865,Daniel,N,Sihao,N
581,16866,Daniel,A,Sihao,A
581,16867,Daniel,N,Sihao,N
581,16868,Daniel,B,Sihao,U
581,16869,Daniel,N,Sihao,N
581,16870,Daniel,B,Sihao,U
581,16871,Daniel,B,Sihao,N
581,16872,Daniel,S,Sihao,S
581,16873,Daniel,S,Sihao,A
581,16874,Daniel,N,Sihao,N
581,16875,Daniel,S,Sihao,N
581,16876,Daniel,N,Sihao,N
581,16877,Daniel,N,Sihao,N
581,16878,Daniel,S,Sihao,S
581,16879,Daniel,A,Sihao,S
581,16880,Daniel,N,Sihao,N
581,16881,Daniel,B,Sihao,U
581,16882,Daniel,N,Sihao,N
581,16883,Daniel,A,Sihao,A
581,16884,Daniel,B,Sihao,U
581,16885,Daniel,N,Sihao,N
581,16886,Daniel,A,Sihao,A
581,16887,Daniel,S,Sihao,A
581,16888,Daniel,B,Sihao,U
581,16889,Daniel,N,Sihao,N
581,16890,Daniel,N,Sihao,N
581,16891,Daniel,N,Sihao,N
875,7092,Daniel,U,Sihao,N
875,7093,Daniel,B,Sihao,B
875,7094,Daniel,B,Sihao,U
875,7095,Daniel,U,Sihao,S
875,7096,Daniel,U,Sihao,U
875,7097,Daniel,U,Sihao,U
875,7098,Daniel,U,Sihao,B
875,9278,Daniel,B,Sihao,N
875,11116,Daniel,N,Sihao,A
875,11357,Daniel,N,Sihao,A
875,16897,Daniel,B,Sihao,N
875,18313,Daniel,N,Sihao,S
875,19647,Daniel,N,Sihao,B
875,19835,Daniel,N,Sihao,N
875,19836,Daniel,N,Sihao,N
875,19837,Daniel,N,Sihao,N
875,19838,Daniel,B,Sihao,N
875,19839,Daniel,B,Sihao,U
875,19840,Daniel,U,Sihao,N
875,19841,Daniel,N,Sihao,N
875,19842,Daniel,S,Sihao,S
875,19843,Daniel,N,Sihao,N
875,19844,Daniel,A,Sihao,S
875,19845,Daniel,N,Sihao,N
875,19846,Daniel,N,Sihao,S
875,19847,Daniel,B,Sihao,N
875,19848,Daniel,A,Sihao,A
875,19849,Daniel,N,Sihao,N
929,7512,Daniel,S,Sihao,S
929,7513,Daniel,A,Sihao,S
929,7514,Daniel,B,Sihao,B
929,7515,Daniel,N,Sihao,B
929,7516,Daniel,N,Sihao,N
929,7517,Daniel,N,Sihao,N
929,9941,Daniel,N,Sihao,A
929,10007,Daniel,N,Sihao,N
929,10150,Daniel,N,Sihao,N
929,11000,Daniel,B,Sihao,N
929,11351,Daniel,B,Sihao,A
929,11352,Daniel,A,Sihao,N
929,11354,Daniel,B,Sihao,N
929,11355,Daniel,B,Sihao,N
929,11357,Daniel,N,Sihao,N
929,18518,Daniel,N,Sihao,S
929,18519,Daniel,N,Sihao,N
929,18520,Daniel,N,Sihao,N
929,20196,Daniel,N,Sihao,N
929,20197,Daniel,N,Sihao,N
929,20198,Daniel,N,Sihao,N
929,20199,Daniel,B,Sihao,S
929,20200,Daniel,N,Sihao,N
929,20201,Daniel,N,Sihao,N
929,20202,Daniel,N,Sihao,N
955,7638,Daniel,A,Sihao,N
955,7639,Daniel,N,Sihao,N
955,7640,Daniel,U,Sihao,U
955,14301,Daniel,N,Sihao,N
955,18553,Daniel,N,Sihao,N
955,20348,Daniel,A,Sihao,N
955,20349,Daniel,A,Sihao,N
955,20350,Daniel,A,Sihao,N
955,20351,Daniel,A,Sihao,N
955,20352,Daniel,S,Sihao,N
955,20353,Daniel,B,Sihao,N
955,20354,Daniel,S,Sihao,N
983,7876,Daniel,A,Sihao,S
983,7877,Daniel,U,Sihao,U
983,7878,Daniel,N,Sihao,N
983,9108,Daniel,N,Sihao,A
983,9109,Daniel,N,Sihao,N
983,9120,Daniel,B,Sihao,N
983,10775,Daniel,N,Sihao,N
983,20562,Daniel,A,Sihao,A
989,7910,Daniel,S,Sihao,N
989,7911,Daniel,N,Sihao,N
989,7912,Daniel,U,Sihao,N
989,7913,Daniel,U,Sihao,U
989,7914,Daniel,U,Sihao,U
989,7915,Daniel,B,Sihao,U
989,7916,Daniel,U,Sihao,U
989,7917,Daniel,U,Sihao,U
989,8363,Daniel,N,Sihao,N
989,9454,Daniel,A,Sihao,N
989,9788,Daniel,N,Sihao,A
989,11230,Daniel,A,Sihao,S
989,12203,Daniel,N,Sihao,N
989,12483,Daniel,N,Sihao,N
989,12984,Daniel,N,Sihao,A
989,15729,Daniel,B,Sihao,B
989,16061,Daniel,B,Sihao,N
989,19041,Daniel,N,Sihao,U
989,20608,Daniel,B,Sihao,U
989,20609,Daniel,N,Sihao,N
989,20610,Daniel,N,Sihao,N
989,20611,Daniel,N,Sihao,N
989,20612,Daniel,N,Sihao,N
989,20613,Daniel,N,Sihao,N
989,20614,Daniel,N,Sihao,N
989,20615,Daniel,S,Sihao,S
